Date,Price, Generation forecast (FR), System load forecast (FR) (MW),Day-Ahead Generation forecast wind (BE) (MWh),Day-ahead generation forecast Solar (BE) (MWh),Grid load forecast (BE) (MW)
2017-09-10 06:00,26.08,41783,33268,343,0,7423
2017-09-10 07:00,29.89,42689,33297,371,27,7857
2017-09-10 08:00,30.28,43300,34577,389,215,8374
2017-09-10 09:00,29.8,43512,37462,427,461,8670
2017-09-10 10:00,29.42,43031,39752,529,721,8891
2017-09-10 11:00,25.95,43083,41311,716,947,9049
2017-09-10 12:00,20.68,42031,43783,967,1092,8854
2017-09-10 13:00,12.36,41372,45323,1216,1151,8584
2017-09-10 14:00,12.97,39699,41478,1397,1124,8509
2017-09-10 15:00,13.64,38791,39360,1509,1007,8422
2017-09-10 16:00,16.37,38452,38064,1577,808,8567
2017-09-10 17:00,24.5,40167,37571,1605,543,8803
2017-09-10 18:00,31.91,41960,38829,1617,285,9005
2017-09-10 19:00,34.21,43820,42000,1654,64,9173
2017-09-10 20:00,26.43,44404,43286,1737,0,9174
2017-09-10 21:00,22.95,44460,44108,1843,0,8944
2017-09-10 22:00,17,43322,41939,1936,0,8631
2017-09-10 23:00,9.96,44048,46087,2000,0,8013
2017-09-11 00:00,3.41,42070,43900,2031,0,7675
2017-09-11 01:00,7.85,39169,38847,2001,0,7401
2017-09-11 02:00,2.88,37064,38291,1936,0,7293
2017-09-11 03:00,3.08,36415,35605,1849,0,7348
2017-09-11 04:00,9,37053,34281,1764,0,7657
2017-09-11 05:00,26.53,39799,35479,1697,0,8567
2017-09-11 06:00,37.84,43854,38792,1667,0,9521
2017-09-11 07:00,44.39,47189,44447,1689,10,10182
2017-09-11 08:00,40.2,48036,48000,1757,70,10687
2017-09-11 09:00,32.55,48892,50470,1856,158,10851
2017-09-11 10:00,33,49077,52142,1952,239,11029
2017-09-11 11:00,30.6,48595,52806,2018,321,11019
2017-09-11 12:00,26.54,48597,53789,2056,416,10894
2017-09-11 13:00,25.86,48229,54370,2074,486,10819
2017-09-11 14:00,25.22,48098,52689,2083,527,10816
2017-09-11 15:00,29.11,47408,51217,2076,525,10683
2017-09-11 16:00,31.08,47458,50134,2052,467,10701
2017-09-11 17:00,33.94,47460,49157,2030,347,10780
2017-09-11 18:00,37.75,48632,48932,2000,185,10572
2017-09-11 19:00,41.98,49790,51595,1952,39,10355
2017-09-11 20:00,37.83,49252,50439,1906,0,10175
2017-09-11 21:00,25.18,48861,49290,1860,0,9904
2017-09-11 22:00,9.97,48062,46077,1811,0,9520
2017-09-11 23:00,18.46,48796,49752,1744,0,8546
2017-09-12 00:00,16.38,46702,47047,1667,0,8152
2017-09-12 01:00,13.47,44434,42473,1573,0,7888
2017-09-12 02:00,11.82,43577,42049,1496,0,7771
2017-09-12 03:00,14.19,43160,39223,1440,0,7861
2017-09-12 04:00,19.17,43269,37589,1380,0,8115
2017-09-12 05:00,34.91,44168,38153,1318,0,8809
2017-09-12 06:00,40,46704,41178,1261,0,9755
2017-09-12 07:00,49.69,51089,46873,1202,21,10463
2017-09-12 08:00,48.78,52888,50215,1154,185,10860
2017-09-12 09:00,46.96,52866,51889,1111,403,11034
2017-09-12 10:00,45.01,52748,53235,1095,597,11105
2017-09-12 11:00,42.47,52731,53772,1098,758,11057
2017-09-12 12:00,41.7,52196,54963,1098,892,11000
2017-09-12 13:00,39.49,52118,55269,1119,960,10902
2017-09-12 14:00,35.83,50395,53182,1155,952,10830
2017-09-12 15:00,32.14,50005,51799,1171,863,10700
2017-09-12 16:00,35.58,49890,50310,1153,703,10683
2017-09-12 17:00,41.49,50134,49322,1125,487,10673
2017-09-12 18:00,45.89,51291,49335,1183,248,10359
2017-09-12 19:00,45.52,52589,51506,1282,49,10244
2017-09-12 20:00,36.94,52793,50347,1345,0,10174
2017-09-12 21:00,34.11,51212,50169,1417,0,9731
2017-09-12 22:00,28.1,48373,46335,1519,0,9337
2017-09-12 23:00,22.84,47321,49311,1652,0,8605
2017-09-13 00:00,17.08,44641,46614,1772,0,8207
2017-09-13 01:00,12.4,41752,41524,1949,0,7858
2017-09-13 02:00,1.62,42040,41361,2081,0,7704
2017-09-13 03:00,8.33,40434,38244,2160,0,7765
2017-09-13 04:00,16.02,40492,36888,2195,0,8016
2017-09-13 05:00,24.54,41088,37340,2187,0,8725
2017-09-13 06:00,30.26,43860,40462,2138,0,9603
2017-09-13 07:00,34.98,46115,46417,2088,14,10291
2017-09-13 08:00,32.97,47463,49381,2061,120,10709
2017-09-13 09:00,28.64,49332,51532,2054,280,10849
2017-09-13 10:00,29.9,49969,52697,2073,453,10951
2017-09-13 11:00,30.6,49695,53131,2113,582,10950
2017-09-13 12:00,30.9,49957,54464,2136,640,10853
2017-09-13 13:00,27.66,49861,54811,2143,649,10700
2017-09-13 14:00,20.51,49565,52610,2146,614,10603
2017-09-13 15:00,19.72,49325,51171,2134,535,10417
2017-09-13 16:00,26.01,49129,50042,2106,414,10434
2017-09-13 17:00,34.16,48352,48894,2062,270,10417
2017-09-13 18:00,29.9,49466,49003,2006,134,10228
2017-09-13 19:00,32.2,50694,51373,1929,26,10148
2017-09-13 20:00,33.21,50748,50379,1840,0,10094
2017-09-13 21:00,36.32,49232,50148,1758,0,9706
2017-09-13 22:00,34.51,47743,46272,1686,0,9308
2017-09-13 23:00,32.67,47341,49276,1600,0,8510
2017-09-14 00:00,22.01,44482,46268,1620,0,8108
2017-09-14 01:00,7.66,42604,41231,1502,0,7771
2017-09-14 02:00,4.82,41577,41288,1402,0,7667
2017-09-14 03:00,6.06,39786,38054,1286,0,7761
2017-09-14 04:00,14.19,39806,36561,1220,0,8011
2017-09-14 05:00,31.08,41486,37097,1201,0,8747
2017-09-14 06:00,39.9,45462,40561,1176,0,9713
2017-09-14 07:00,47.91,49094,47232,1193,17,10374
2017-09-14 08:00,46.54,50149,49962,1252,166,10771
2017-09-14 09:00,44.9,51017,51924,1358,385,10905
2017-09-14 10:00,42.54,50089,52956,1483,643,10978
2017-09-14 11:00,34,49707,53198,1604,862,10940
2017-09-14 12:00,31.79,49832,54283,1700,1022,10803
2017-09-14 13:00,31.98,49557,54484,1766,1109,10716
2017-09-14 14:00,31.15,49792,52448,1806,1124,10673
2017-09-14 15:00,32.24,49852,50675,1801,1064,10569
2017-09-14 16:00,33.12,49380,49543,1738,897,10551
2017-09-14 17:00,34.91,49472,48227,1606,607,10585
2017-09-14 18:00,37.33,49715,48601,1403,267,10448
2017-09-14 19:00,42.57,50094,50931,1155,43,10355
2017-09-14 20:00,36.39,50325,50187,896,0,10264
2017-09-14 21:00,33.71,49402,49457,676,0,9830
2017-09-14 22:00,31.2,48506,46093,521,0,9482
2017-09-14 23:00,32.7,49078,49816,442,0,8777
2017-09-15 00:00,29.99,45478,47062,422,0,8341
2017-09-15 01:00,23.03,44186,41908,418,0,8042
2017-09-15 02:00,20.22,43926,42019,425,0,7874
2017-09-15 03:00,23.93,42473,38605,427,0,7866
2017-09-15 04:00,29.6,42707,37298,426,0,8135
2017-09-15 05:00,40.24,44844,38052,413,0,8822
2017-09-15 06:00,44.3,47574,41700,400,0,9724
2017-09-15 07:00,46.69,52074,48333,372,17,10308
2017-09-15 08:00,50.43,53171,51256,327,179,10708
2017-09-15 09:00,46.28,53333,53184,300,411,10840
2017-09-15 10:00,43.53,52783,54215,279,642,10927
2017-09-15 11:00,39.5,52707,54006,258,856,10865
2017-09-15 12:00,37.59,52471,54568,267,1024,10682
2017-09-15 13:00,36.4,51656,54570,284,1113,10544
2017-09-15 14:00,36.13,51179,51911,291,1118,10344
2017-09-15 15:00,38.65,50580,50183,286,1029,10174
2017-09-15 16:00,42.51,50396,48516,270,844,10185
2017-09-15 17:00,45.47,51254,47298,252,555,10139
2017-09-15 18:00,48,51523,47815,239,261,9984
2017-09-15 19:00,47.95,52716,50041,225,42,9947
2017-09-15 20:00,42.05,53351,50286,224,0,9851
2017-09-15 21:00,39.42,52044,49544,235,0,9501
2017-09-15 22:00,37.79,51065,46402,264,0,9342
2017-09-15 23:00,33.95,51440,50130,289,0,8716
2017-09-16 00:00,32,47559,47285,247,0,8420
2017-09-16 01:00,31.57,44958,42902,256,0,8179
2017-09-16 02:00,31.01,44368,42552,275,0,8037
2017-09-16 03:00,30.82,43601,38690,307,0,7942
2017-09-16 04:00,31.44,43078,37047,333,0,7965
2017-09-16 05:00,31.94,43153,36573,316,0,8144
2017-09-16 06:00,34.7,44422,37885,303,0,8401
2017-09-16 07:00,40.38,45749,40393,307,16,8823
2017-09-16 08:00,46.07,47681,41663,265,170,9417
2017-09-16 09:00,42.14,49321,44964,207,394,9766
2017-09-16 10:00,44.19,49520,46865,176,601,9933
2017-09-16 11:00,38.57,49115,47305,172,783,9888
2017-09-16 12:00,35.29,48055,48507,188,913,9663
2017-09-16 13:00,32.99,47287,49690,200,965,9410
2017-09-16 14:00,33.9,46376,45740,198,938,9262
2017-09-16 15:00,35.5,46458,43478,191,828,9195
2017-09-16 16:00,40.03,46536,42124,176,655,9169
2017-09-16 17:00,44.64,46811,41192,149,444,9301
2017-09-16 18:00,48.01,49145,42582,119,216,9228
2017-09-16 19:00,46.7,51189,44804,101,32,9204
2017-09-16 20:00,43.54,51301,45712,95,0,9184
2017-09-16 21:00,40.33,49921,46242,100,0,8870
2017-09-16 22:00,37.4,49058,43844,125,0,8658
2017-09-16 23:00,36.63,49290,47983,149,0,8193
2017-09-17 00:00,31.05,47296,46630,103,0,7762
2017-09-17 01:00,30.06,44768,42064,116,0,7468
2017-09-17 02:00,29.43,44197,41549,113,0,7236
2017-09-17 03:00,29.18,43080,37803,100,0,7192
2017-09-17 04:00,29.38,42467,36160,100,0,7210
2017-09-17 05:00,29.98,42526,35503,101,0,7400
2017-09-17 06:00,30.09,42492,36147,105,0,7444
2017-09-17 07:00,32.04,42804,37221,103,16,7864
2017-09-17 08:00,32.59,44033,38455,89,190,8425
2017-09-17 09:00,32.16,44511,41371,76,485,8701
2017-09-17 10:00,32.65,45178,43528,75,774,8986
2017-09-17 11:00,33.9,45349,44926,62,976,9098
2017-09-17 12:00,32.59,45811,46830,52,1089,8866
2017-09-17 13:00,30.91,45613,48218,56,1134,8510
2017-09-17 14:00,30.79,44698,43619,58,1108,8398
2017-09-17 15:00,30.05,44412,41432,61,1011,8285
2017-09-17 16:00,32.15,44635,39999,57,826,8390
2017-09-17 17:00,41,47029,39537,56,534,8677
2017-09-17 18:00,45.09,48546,41420,61,227,8911
2017-09-17 19:00,49.92,50205,44975,69,30,9165
2017-09-17 20:00,44.83,51602,47365,70,0,9129
2017-09-17 21:00,46.96,50483,47750,74,0,8808
2017-09-17 22:00,45.59,50311,45237,85,0,8517
2017-09-17 23:00,38.05,50262,49369,95,0,7815
2017-09-18 00:00,33.4,47537,47577,92,0,7461
2017-09-18 01:00,32.1,46168,42070,133,0,7252
2017-09-18 02:00,31.42,46207,41421,181,0,7236
2017-09-18 03:00,32,45786,38732,220,0,7370
2017-09-18 04:00,32.6,45614,37366,274,0,7629
2017-09-18 05:00,43.89,46550,38518,338,0,8573
2017-09-18 06:00,51.06,50351,42164,351,0,9674
2017-09-18 07:00,53.23,53886,49087,329,19,10192
2017-09-18 08:00,53,55302,52336,300,244,10628
2017-09-18 09:00,51.59,55340,54759,269,604,10749
2017-09-18 10:00,50.46,54557,56129,291,979,10819
2017-09-18 11:00,48.85,54617,56160,345,1244,10712
2017-09-18 12:00,49.15,54184,56328,377,1345,10703
2017-09-18 13:00,46.84,53877,56617,389,1347,10566
2017-09-18 14:00,41.88,53127,54637,421,1275,10605
2017-09-18 15:00,43.92,52314,52671,493,1098,10447
2017-09-18 16:00,45.61,52290,51383,583,841,10530
2017-09-18 17:00,49.41,52523,50249,631,520,10637
2017-09-18 18:00,52.89,53626,50235,629,222,10538
2017-09-18 19:00,53.14,54626,53335,618,27,10302
2017-09-18 20:00,44.58,55364,53714,613,0,10035
2017-09-18 21:00,40.05,53689,51942,609,0,9707
2017-09-18 22:00,34.41,52220,49112,597,0,9443
2017-09-18 23:00,33.1,51923,52745,586,0,8675
2017-09-19 00:00,32.13,51529,50010,593,0,8331
2017-09-19 01:00,31.28,49243,45460,598,0,8085
2017-09-19 02:00,30.8,48994,44961,619,0,7914
2017-09-19 03:00,31.07,47946,42035,632,0,7943
2017-09-19 04:00,33.22,48906,40374,591,0,8131
2017-09-19 05:00,40,49548,40772,585,0,8878
2017-09-19 06:00,50.02,52916,44144,588,0,9943
2017-09-19 07:00,53.76,55710,50772,538,11,10561
2017-09-19 08:00,51.1,55874,53762,493,156,10901
2017-09-19 09:00,49.99,56390,55472,467,386,11006
2017-09-19 10:00,49.37,56033,56815,442,590,11054
2017-09-19 11:00,46.56,55614,57093,393,733,10954
2017-09-19 12:00,44.52,55010,57839,329,826,10821
2017-09-19 13:00,39.8,54780,57765,287,856,10766
2017-09-19 14:00,38.36,54451,55498,279,821,10653
2017-09-19 15:00,38.94,53584,53748,285,733,10560
2017-09-19 16:00,42.98,53053,51960,291,592,10590
2017-09-19 17:00,46.26,53405,51116,281,404,10613
2017-09-19 18:00,50.01,54341,50799,258,190,10465
2017-09-19 19:00,49.2,55661,53499,238,23,10381
2017-09-19 20:00,40,56170,53823,216,0,10249
2017-09-19 21:00,39.2,54258,52738,191,0,9786
2017-09-19 22:00,35.74,53173,49490,167,0,9410
2017-09-19 23:00,40.4,51896,52761,143,0,8778
2017-09-20 00:00,33.32,49929,50437,126,0,8274
2017-09-20 01:00,30.08,47307,45228,136,0,7912
2017-09-20 02:00,27.33,47589,44990,153,0,7785
2017-09-20 03:00,28.16,46851,41772,174,0,7838
2017-09-20 04:00,31.25,46029,40366,197,0,8075
2017-09-20 05:00,39.49,46811,40839,214,0,8825
2017-09-20 06:00,48.01,49610,44512,219,0,9805
2017-09-20 07:00,49.74,54712,51500,214,10,10346
2017-09-20 08:00,50.69,55840,54378,194,133,10747
2017-09-20 09:00,46.84,56442,56472,166,332,10896
2017-09-20 10:00,48.13,55429,57162,153,503,11036
2017-09-20 11:00,43.64,55505,57020,160,640,11021
2017-09-20 12:00,41.64,54305,57259,187,764,10807
2017-09-20 13:00,37.51,54181,57120,226,833,10696
2017-09-20 14:00,37.1,53744,54351,240,846,10583
2017-09-20 15:00,40,53117,52872,233,801,10389
2017-09-20 16:00,43.94,52601,51352,249,676,10387
2017-09-20 17:00,48.93,52860,50137,277,457,10445
2017-09-20 18:00,52.02,54292,50182,320,196,10383
2017-09-20 19:00,51.03,55797,52925,371,21,10421
2017-09-20 20:00,43.91,56317,53339,390,0,10228
2017-09-20 21:00,39.44,54499,51980,374,0,9754
2017-09-20 22:00,34.61,52499,48594,354,0,9500
2017-09-20 23:00,32.61,51530,51811,344,0,8854
2017-09-21 00:00,30.8,50002,49625,455,0,8363
2017-09-21 01:00,29.66,47877,44930,453,0,8009
2017-09-21 02:00,29.49,48596,44727,461,0,7910
2017-09-21 03:00,29.98,47718,41475,480,0,7924
2017-09-21 04:00,32.11,46926,39725,515,0,8182
2017-09-21 05:00,40,46989,40431,553,0,8932
2017-09-21 06:00,47.97,49838,44264,595,0,10010
2017-09-21 07:00,50.97,54758,51875,632,12,10503
2017-09-21 08:00,47.03,55748,54348,630,174,10843
2017-09-21 09:00,43.47,56289,55693,581,447,10933
2017-09-21 10:00,39.48,55425,56062,515,704,11019
2017-09-21 11:00,35.9,54523,55887,470,898,10919
2017-09-21 12:00,35.27,53927,55949,441,1009,10719
2017-09-21 13:00,34.55,53518,55700,411,1040,10588
2017-09-21 14:00,34.4,53503,52978,371,993,10541
2017-09-21 15:00,37.52,53117,51457,322,877,10407
2017-09-21 16:00,43.48,53300,50220,279,689,10430
2017-09-21 17:00,48.73,53558,48763,256,450,10488
2017-09-21 18:00,52.77,55092,49103,259,188,10378
2017-09-21 19:00,50.75,55551,51633,293,19,10428
2017-09-21 20:00,42.2,56245,52244,354,0,10257
2017-09-21 21:00,38.33,54643,50579,419,0,9707
2017-09-21 22:00,34.73,52227,47355,470,0,9472
2017-09-21 23:00,32.24,50820,50885,490,0,8827
2017-09-22 00:00,31.67,49109,48909,257,0,8308
2017-09-22 01:00,30.4,47402,43135,244,0,8043
2017-09-22 02:00,30.02,47226,42967,224,0,7878
2017-09-22 03:00,30.3,47061,39715,193,0,7928
2017-09-22 04:00,31.9,46513,38218,170,0,8211
2017-09-22 05:00,40.06,47142,39074,167,0,9028
2017-09-22 06:00,48.18,50909,42700,172,0,10142
2017-09-22 07:00,49.8,55231,50308,171,14,10572
2017-09-22 08:00,49.71,56398,52868,153,245,10944
2017-09-22 09:00,47.17,56229,54371,120,624,10966
2017-09-22 10:00,45.34,56262,54924,97,959,11148
2017-09-22 11:00,40.34,56096,54998,85,1173,11057
2017-09-22 12:00,38.07,55399,55170,81,1234,10756
2017-09-22 13:00,36.58,54223,55237,81,1190,10611
2017-09-22 14:00,36.57,53355,51769,83,1068,10396
2017-09-22 15:00,37.31,52874,50478,89,904,10304
2017-09-22 16:00,43.27,52710,48770,95,699,10270
2017-09-22 17:00,45.92,53838,47078,94,441,10217
2017-09-22 18:00,48.92,55653,47811,90,174,10132
2017-09-22 19:00,47.21,56575,50030,92,15,10288
2017-09-22 20:00,43.3,56450,51440,95,0,10060
2017-09-22 21:00,39.51,54529,49667,92,0,9639
2017-09-22 22:00,37.95,52720,46887,87,0,9454
2017-09-22 23:00,34.67,51438,50561,81,0,8790
2017-09-23 00:00,33.43,46854,47890,86,0,8274
2017-09-23 01:00,31.94,44574,42734,81,0,7826
2017-09-23 02:00,31.91,43832,42097,75,0,7690
2017-09-23 03:00,31.43,42094,38437,61,0,7602
2017-09-23 04:00,31.81,41286,36626,53,0,7674
2017-09-23 05:00,33.4,41648,36226,55,0,7928
2017-09-23 06:00,39.03,42439,37623,65,0,8294
2017-09-23 07:00,41.54,44273,40783,81,8,8664
2017-09-23 08:00,42.93,45963,41451,91,175,9254
2017-09-23 09:00,41.91,46593,44255,89,462,9614
2017-09-23 10:00,39.9,46693,45794,80,718,9729
2017-09-23 11:00,33.69,45590,46340,67,934,9716
2017-09-23 12:00,33,46146,47558,52,1053,9505
2017-09-23 13:00,32.12,45312,49239,38,1097,9224
2017-09-23 14:00,32,44494,44823,28,1056,9118
2017-09-23 15:00,32.77,43079,43206,26,931,9048
2017-09-23 16:00,37.22,42952,41954,32,715,9038
2017-09-23 17:00,42.44,45496,40528,45,463,9229
2017-09-23 18:00,45.2,47935,41856,73,187,9276
2017-09-23 19:00,44.93,48802,43964,125,14,9358
2017-09-23 20:00,39.08,49518,46126,188,0,9228
2017-09-23 21:00,37.88,48213,45165,242,0,8836
2017-09-23 22:00,36.61,46779,43241,286,0,8681
2017-09-23 23:00,42.24,47452,47076,308,0,8134
2017-09-24 00:00,33.81,46013,45498,292,0,7724
2017-09-24 01:00,31.7,44227,40910,253,0,7378
2017-09-24 02:00,30.77,44862,40301,212,0,7232
2017-09-24 03:00,30.55,44520,36419,179,0,7226
2017-09-24 04:00,31.06,44082,34618,159,0,7214
2017-09-24 05:00,31.82,44008,33886,154,0,7399
2017-09-24 06:00,32.09,43967,34636,165,0,7505
2017-09-24 07:00,34.9,44264,36281,182,11,7857
2017-09-24 08:00,35.57,44256,36517,178,257,8397
2017-09-24 09:00,35.25,45510,38929,154,682,8688
2017-09-24 10:00,35.61,45994,40951,131,1098,8847
2017-09-24 11:00,35.21,46414,42522,111,1429,8996
2017-09-24 12:00,32.71,45362,44803,103,1629,8835
2017-09-24 13:00,31.52,44967,46649,93,1697,8487
2017-09-24 14:00,31.37,44494,41947,71,1655,8322
2017-09-24 15:00,31.62,44440,40377,63,1488,8245
2017-09-24 16:00,35.34,44827,39067,74,1171,8362
2017-09-24 17:00,42.39,45212,38403,103,720,8681
2017-09-24 18:00,46.94,47159,39894,152,267,8965
2017-09-24 19:00,49.67,49085,43087,228,17,9346
2017-09-24 20:00,44.8,50199,46316,313,0,9212
2017-09-24 21:00,43.55,49098,45527,391,0,8850
2017-09-24 22:00,38.48,48418,43211,469,0,8601
2017-09-24 23:00,33.56,48612,46862,514,0,7828
2017-09-25 00:00,31.69,45125,45118,472,0,7493
2017-09-25 01:00,31.1,42471,40858,415,0,7286
2017-09-25 02:00,31.02,42659,40171,370,0,7163
2017-09-25 03:00,30.5,41487,37186,346,0,7283
2017-09-25 04:00,32.49,41529,35629,333,0,7584
2017-09-25 05:00,44.42,41980,36672,334,0,8558
2017-09-25 06:00,52.44,47528,40404,328,0,9945
2017-09-25 07:00,53.77,52025,47907,305,9,10181
2017-09-25 08:00,52.4,53230,50422,268,214,10499
2017-09-25 09:00,51.1,54020,52272,219,579,10554
2017-09-25 10:00,51.26,54198,53314,168,899,10920
2017-09-25 11:00,48.87,54330,53808,138,1135,10759
2017-09-25 12:00,48.3,54096,54585,131,1249,10692
2017-09-25 13:00,45.73,53555,55386,128,1244,10667
2017-09-25 14:00,46.38,52878,53211,111,1144,10581
2017-09-25 15:00,43.93,52713,52122,89,982,10545
2017-09-25 16:00,46.13,52738,50741,94,766,10556
2017-09-25 17:00,49.81,53173,49388,120,475,10670
2017-09-25 18:00,52,53746,49792,159,177,10638
2017-09-25 19:00,50.44,55149,52537,211,11,10584
2017-09-25 20:00,41.96,55348,54124,244,0,10195
2017-09-25 21:00,41.1,52997,50660,242,0,9758
2017-09-25 22:00,34.85,52377,47633,220,0,9496
2017-09-25 23:00,35.37,52180,50951,191,0,8764
2017-09-26 00:00,32.42,48394,48915,139,0,8344
2017-09-26 01:00,31.36,46425,43911,105,0,8053
2017-09-26 02:00,31.33,46149,43134,86,0,7887
2017-09-26 03:00,31.88,45764,40327,76,0,7899
2017-09-26 04:00,33.61,45506,38557,71,0,8213
2017-09-26 05:00,42.52,46147,38967,69,0,9018
2017-09-26 06:00,51.94,49810,42755,66,0,10213
2017-09-26 07:00,55.2,51977,49840,62,6,10662
2017-09-26 08:00,57.65,53447,52379,54,155,11002
2017-09-26 09:00,59.53,53316,53463,45,442,11077
2017-09-26 10:00,57.46,52893,54177,39,704,11183
2017-09-26 11:00,54.52,53303,54583,39,904,11034
2017-09-26 12:00,54.29,52862,55471,34,1032,10828
2017-09-26 13:00,53.65,53223,55613,29,1067,10738
2017-09-26 14:00,53.13,53162,53397,29,1013,10693
2017-09-26 15:00,46.14,52139,52286,36,889,10567
2017-09-26 16:00,49.21,52560,50815,51,694,10577
2017-09-26 17:00,52.89,52380,49524,72,437,10704
2017-09-26 18:00,55.85,52369,49772,96,159,10582
2017-09-26 19:00,54.87,53746,52157,127,9,10700
2017-09-26 20:00,53,54455,54212,153,0,10369
2017-09-26 21:00,48.19,53393,50905,164,0,9818
2017-09-26 22:00,39.21,52736,47633,166,0,9578
2017-09-26 23:00,42.14,52365,50673,154,0,9011
2017-09-27 00:00,36.93,48932,48729,169,0,8563
2017-09-27 01:00,33.8,47101,43123,131,0,8117
2017-09-27 02:00,32.66,46157,42505,111,0,7949
2017-09-27 03:00,32.14,45496,39527,103,0,7941
2017-09-27 04:00,33.7,45098,38112,109,0,8241
2017-09-27 05:00,45.07,46246,38536,117,0,9040
2017-09-27 06:00,54.4,49229,42205,122,0,10214
2017-09-27 07:00,58.45,52757,49509,122,7,10639
2017-09-27 08:00,57.01,54194,51953,117,213,10959
2017-09-27 09:00,53.34,54553,53645,112,598,10931
2017-09-27 10:00,52.42,53861,54140,111,959,11169
2017-09-27 11:00,46.4,53509,54845,110,1257,11089
2017-09-27 12:00,44.8,52380,55601,108,1449,10882
2017-09-27 13:00,41.03,51909,56226,104,1513,10743
2017-09-27 14:00,45.82,51802,53525,98,1464,10664
2017-09-27 15:00,45.22,52017,52508,91,1282,10380
2017-09-27 16:00,51.65,51627,51303,89,981,10422
2017-09-27 17:00,49.99,51709,49661,98,601,10548
2017-09-27 18:00,54.86,52812,50296,126,210,10535
2017-09-27 19:00,53.68,53845,53096,176,10,10697
2017-09-27 20:00,49.94,54588,54894,240,0,10308
2017-09-27 21:00,45,52211,51170,312,0,9814
2017-09-27 22:00,37.96,51204,47602,386,0,9575
2017-09-27 23:00,41.56,51101,50840,442,0,8833
2017-09-28 00:00,36.74,47484,48178,494,0,8360
2017-09-28 01:00,33.78,45473,43504,522,0,8090
2017-09-28 02:00,31.01,44885,42907,521,0,7923
2017-09-28 03:00,31.05,44656,39656,514,0,7949
2017-09-28 04:00,33.4,44776,38067,482,0,8261
2017-09-28 05:00,40.2,45430,38479,465,0,9048
2017-09-28 06:00,51.53,48091,42170,500,0,10239
2017-09-28 07:00,58.49,52507,49734,515,4,10644
2017-09-28 08:00,60.18,53669,51927,516,122,10911
2017-09-28 09:00,56.03,53981,53202,501,361,10964
2017-09-28 10:00,56.43,53676,53660,466,586,11101
2017-09-28 11:00,57.59,53911,54591,427,746,10888
2017-09-28 12:00,56.83,54241,55232,383,823,10731
2017-09-28 13:00,54.88,54230,56046,344,822,10611
2017-09-28 14:00,51.5,53897,53528,295,747,10588
2017-09-28 15:00,50.69,53811,52153,263,612,10447
2017-09-28 16:00,56.6,53548,51013,241,451,10466
2017-09-28 17:00,52.5,53822,49473,208,262,10582
2017-09-28 18:00,57.28,54195,49797,183,91,10522
2017-09-28 19:00,56.66,55376,52564,188,5,10726
2017-09-28 20:00,49.9,55826,54352,199,0,10282
2017-09-28 21:00,46.22,54022,50644,200,0,9785
2017-09-28 22:00,40.42,52861,47289,204,0,9551
2017-09-28 23:00,33.85,51015,50988,211,0,8820
2017-09-29 00:00,32.88,48639,48562,225,0,8405
2017-09-29 01:00,31.5,46724,42949,226,0,8046
2017-09-29 02:00,31.1,47176,42478,239,0,7917
2017-09-29 03:00,30.97,46047,39303,268,0,7904
2017-09-29 04:00,31.91,45905,37945,310,0,8141
2017-09-29 05:00,40.67,46305,38496,362,0,8971
2017-09-29 06:00,49.91,49041,42136,425,0,10202
2017-09-29 07:00,51.2,54259,49424,513,5,10597
2017-09-29 08:00,49.99,55216,51838,603,194,10891
2017-09-29 09:00,49.36,55374,53113,668,573,10945
2017-09-29 10:00,50.36,54899,53807,715,913,11132
2017-09-29 11:00,56.01,54577,54102,741,1173,11037
2017-09-29 12:00,47.4,53073,54528,753,1308,10848
2017-09-29 13:00,45.6,52604,55381,750,1333,10657
2017-09-29 14:00,38.45,51800,52403,733,1264,10422
2017-09-29 15:00,41.23,51030,51223,751,1105,10347
2017-09-29 16:00,45.17,51437,49802,785,844,10363
2017-09-29 17:00,48.5,52063,48432,762,508,10376
2017-09-29 18:00,50.41,52653,48594,714,159,10280
2017-09-29 19:00,52.4,54786,50549,635,5,10537
2017-09-29 20:00,47.59,55610,53199,547,0,10149
2017-09-29 21:00,39.28,54106,49575,473,0,9743
2017-09-29 22:00,40.08,51627,46528,403,0,9556
2017-09-29 23:00,35.12,51653,50412,372,0,8907
2017-09-30 00:00,44.02,50192,47802,212,0,8343
2017-09-30 01:00,32.76,47704,42753,182,0,7875
2017-09-30 02:00,30.41,45726,41852,167,0,7709
2017-09-30 03:00,29.03,43116,38307,163,0,7539
2017-09-30 04:00,30.02,43414,36546,170,0,7560
2017-09-30 05:00,31.96,43655,35780,175,0,7821
2017-09-30 06:00,38.6,44192,37152,174,0,8276
2017-09-30 07:00,39,45090,39798,160,3,8625
2017-09-30 08:00,42.49,47125,40695,142,133,9209
2017-09-30 09:00,42.57,48044,43410,127,416,9574
2017-09-30 10:00,43.2,48372,45483,118,674,9695
2017-09-30 11:00,40,48506,46408,121,866,9702
2017-09-30 12:00,38.49,48092,47757,132,977,9499
2017-09-30 13:00,34.01,48346,49639,147,1013,9204
2017-09-30 14:00,33,46181,45646,158,976,9084
2017-09-30 15:00,37.52,46622,44058,154,867,9030
2017-09-30 16:00,41.77,46310,42906,145,671,9077
2017-09-30 17:00,45.06,47080,41598,139,401,9303
